distID x y distcode distname provname
799 486114.48 900789.38 8101 "Muang Krabi" "Krabi"
800 513378.76 914661.69 8102 "Khao Phanom" "Krabi"
801 508029.23 859219.84 8103 "Ko Lanta" "Krabi"
802 521926.34 875612.04 8104 "Khlong Thom" "Krabi"
803 475085.98 928914.68 8105 "Ao Luk" "Krabi"
804 480762.81 944712.41 8106 "Plai Phraya" "Krabi"
805 534868.25 888276.26 8107 "Lam Thap" "Krabi"
806 505443.22 889085.26 8108 "Nua Khlong" "Krabi"
807 443800.60 939207.84 8201 "Muang Phangnga" "Phangnga"
808 455387.81 884071.19 8202 "Ko Yao" "Phangnga"
809 440133.08 967464.09 8203 "Kapong" "Phangnga"
810 430901.97 917023.73 8204 "Takua Thung" "Phangnga"
811 427272.63 973021.86 8205 "Takua Pa" "Phangnga"
812 436601.33 1011726.67 8206 "Khura Buri" "Phangnga"
813 458920.70 941543.49 8207 "Thap Put" "Phangnga"
814 427003.70 937220.93 8208 "Thai Muang" "Phangnga"
815 429234.59 869699.63 8301 "Muang Phuket" "Phuket"
816 424280.63 875653.60 8302 "Kathu" "Phuket"
817 429290.81 892271.20 8303 "Thalang" "Phuket"
818 533719.47 1005388.17 8401 "Muang Surat Thani" "Surat Thani"
819 560964.89 1003888.41 8402 "Kanchanadit" "Surat Thani"
820 574823.67 1015162.07 8403 "Don Sak" "Surat Thani"
821 609989.49 1050428.70 8404 "Ko Samui" "Surat Thani"
822 612007.98 1076436.30 8405 "Ko Phangan" "Surat Thani"
823 502810.29 1052885.18 8406 "Chaiya" "Surat Thani"
824 504599.60 1061112.71 8407 "Tha Chana" "Surat Thani"
825 491561.31 994382.46 8408 "Khiri Ratthanikhom" "Surat Thani"
826 468889.81 1008114.13 8409 "Ban Ta Khun" "Surat Thani"
827 465313.60 973713.91 8410 "Phanom" "Surat Thani"
828 493587.97 1034770.60 8411 "Tha Chang" "Surat Thani"
829 543054.31 975258.76 8412 "Ban Na San" "Surat Thani"
830 530342.86 982808.56 8413 "Ban Na Doem" "Surat Thani"
831 509492.87 967499.03 8414 "Khian Sa" "Surat Thani"
832 540948.06 952257.00 8415 "Wiang Sa" "Surat Thani"
833 494502.69 938947.08 8416 "Prasaeng" "Surat Thani"
834 518111.06 996365.61 8417 "Phunphin" "Surat Thani"
835 508425.39 932855.64 8418 "Chaiburi" "Surat Thani"
836 486685.68 1020642.03 8419 "Wipawadi" "Surat Thani"
837 457963.93 1094533.88 8501 "Muang Ranong" "Ranong"
838 477287.84 1113523.96 8502 "La-Un" "Ranong"
839 457813.13 1053397.18 8503 "Kapoe" "Ranong"
840 482228.28 1159848.64 8504 "Kra Buri" "Ranong"
841 443485.62 1042463.14 8505 "Suk Samran" "Ranong"
842 509323.45 1155281.12 8601 "Muang Chumphon" "Chumphon"
843 509201.50 1192242.25 8602 "Tha Sae" "Chumphon"
844 539486.73 1191353.26 8603 "Pathiu" "Chumphon"
845 503677.55 1098072.89 8604 "Lang Suan" "Chumphon"
846 502674.98 1077622.30 8605 "Lamae" "Chumphon"
847 478834.40 1083582.82 8606 "Phato" "Chumphon"
848 505452.30 1132206.52 8607 "Sawi" "Chumphon"
849 505290.79 1116060.46 8608 "Thung Tako" "Chumphon"
850 676405.94 787276.46 9001 "Muang Songkhla" "Songkhla"
851 656526.99 828843.83 9002 "Sathing Phra" "Songkhla"
852 686724.92 765188.24 9003 "Chana" "Songkhla"
853 686409.00 732360.57 9004 "Na Thawi" "Songkhla"
854 712979.07 752004.88 9005 "Thepha" "Songkhla"
855 712210.12 718606.62 9006 "Saba Yoi" "Songkhla"
856 639649.52 860566.95 9007 "Ranot" "Songkhla"
857 643556.87 833783.51 9008 "Krasae Sinthu" "Songkhla"
858 631849.46 781407.48 9009 "Rattaphum" "Songkhla"
859 654763.97 736239.16 9010 "Sadao" "Songkhla"
860 654841.29 771663.70 9011 "Hat Yai" "Songkhla"
861 673554.68 768909.59 9012 "Na Mom" "Songkhla"
862 652932.45 795547.54 9013 "Khuan Niang" "Songkhla"
863 653551.32 782571.51 9014 "Bang Klam" "Songkhla"
864 664319.99 803286.94 9015 "Singha Nakhon" "Songkhla"
865 647320.55 759351.56 9016 "Khlong Hoi Khong" "Songkhla"
866 616024.90 731981.97 9101 "Muang Satun" "Satun"
867 623029.63 748325.61 9102 "Khuan Don" "Satun"
868 614912.82 769110.70 9103 "Khuan Ka Long" "Satun"
869 602222.77 750201.66 9104 "Tha Phae" "Satun"
870 587018.52 763422.49 9105 "La Ngu" "Satun"
871 585956.65 778871.94 9106 "Thung Wa" "Satun"
872 602880.75 774960.37 9107 "Ma Nang" "Satun"
873 570448.95 839640.54 9201 "Muang Trang" "Trang"
874 552686.17 819790.11 9202 "Kantrang" "Trang"
875 582180.91 821319.29 9203 "Yan Ta Khao" "Trang"
876 588636.35 797941.11 9204 "Palian" "Trang"
877 541342.85 841720.20 9205 "Sikao" "Trang"
878 568217.23 860998.17 9206 "Huai Yot" "Trang"
879 546409.06 859734.35 9207 "Wang Wiset" "Trang"
880 583041.42 835588.43 9208 "Na Yong" "Trang"
881 572355.13 876164.26 9209 "Rasada" "Trang"
882 564070.28 799575.66 9210 "Hat Samran" "Trang"
883 619789.99 838839.97 9301 "Muang Phatthalung" "Phatthalung"
884 603826.97 820348.84 9302 "Kong Ra" "Phatthalung"
885 624495.22 824972.23 9303 "Khao Chaison" "Phatthalung"
886 614534.99 805281.57 9304 "Tamot" "Phatthalung"
887 617583.77 857304.42 9305 "Khuan Khanun" "Phatthalung"
888 638434.25 816763.45 9306 "Pak Phayun" "Phatthalung"
889 596760.57 850909.82 9307 "Si Banphot" "Phatthalung"
890 625431.30 800363.25 9308 "Pa Bon" "Phatthalung"
891 631089.66 820534.71 9309 "Bang Kaeo" "Phatthalung"
892 596444.10 864863.55 9310 "Pa Payom" "Phatthalung"
893 598451.59 835710.68 9311 "Sri Nakarin" "Phatthalung"
894 749255.75 758119.97 9401 "Muang Pattani" "Pattani"
895 734618.71 741874.60 9402 "Khok Pho" "Pattani"
896 737651.41 750421.74 9403 "Nong Chik" "Pattani"
897 778884.13 752206.83 9404 "Panare" "Pattani"
898 766315.33 739989.63 9405 "Mayo" "Pattani"
899 770347.76 734684.96 9406 "Thung Yang Daeng" "Pattani"
900 783818.88 741836.22 9407 "Sai Buri" "Pattani"
901 796250.01 735446.65 9408 "Mai Kaen" "Pattani"
902 760854.98 758822.24 9409 "Yaring" "Pattani"
903 755114.47 740691.26 9410 "Yarang" "Pattani"
904 781353.53 731732.30 9411 "Ka Pho" "Pattani"
905 747103.64 737437.03 9412 "Mae Lan" "Pattani"
906 744957.54 726352.91 9501 "Muang Yala" "Yala"
907 748010.23 645651.84 9502 "Betong" "Yala"
908 749422.22 693054.35 9503 "Bannangsata" "Yala"
909 750958.16 670246.70 9504 "Than To" "Yala"
910 731735.63 710674.89 9505 "Yaha" "Yala"
911 770883.16 715783.38 9506 "Raman" "Yala"
912 716440.65 704180.03 9507 "Ka Bang" "Yala"
913 749491.15 707466.45 9508 "Krong Pi Nung" "Yala"
914 811296.28 712273.53 9601 "Muang Narathiwat" "Narathiwat"
915 831717.25 690515.54 9602 "Tak Bai" "Narathiwat"
916 792647.91 725262.73 9603 "Bacho" "Narathiwat"
917 799067.17 711063.86 9604 "Yi-ngo" "Narathiwat"
918 799928.91 689530.62 9605 "Rangae" "Narathiwat"
919 779010.95 705448.83 9606 "Ruso" "Narathiwat"
920 776607.80 685156.60 9607 "Si Sakhon" "Narathiwat"
921 816742.29 650265.19 9608 "Waeng" "Narathiwat"
922 800428.09 655303.54 9609 "Sukhirin" "Narathiwat"
923 830702.83 672067.41 9610 "Su Ngai Ko Lok" "Narathiwat"
924 822057.73 675564.46 9611 "Sungai Padi" "Narathiwat"
925 791552.26 668962.41 9612 "Chanae" "Narathiwat"
926 815996.66 688201.13 9613 "Cho-I-rong" "Narathiwat"
