plotid	x	y	distname	distcode
3587	1042014.28	1750717.62	Kut Nam Sai	450603
3588	1034630.41	1740328.59	Nong Thup Thai	450604
3589	1038544.40	1748865.13	Pho Yai	450605
3590	1040548.42	1741276.11	Wari Sawat	450606
3591	1044652.44	1735044.63	Khok Sawang	450607
3592	1045234.95	1729356.61	Pho Chai	450611
3593	1050522.42	1735179.15	Na Nuan	450612
3594	1053708.77	1735708.64	Kham Hai	450613
3595	1045214.90	1742549.13	Sra Kaeo	450614
3596	1051330.44	1730851.14	Kho Yai	450615
3597	1044635.88	1751990.65	Cha Nu Wan	450617
3598	1033636.24	1811775.66	Waeng	450701
3599	1038172.78	1794387.65	Khok Kok Muang	450702
3600	1019157.25	1812031.13	Na Udom	450703
3601	1036277.27	1799957.14	Sawang	450704
3602	1033583.72	1818742.16	Nong Yai	450705
3603	1026616.24	1809986.64	Pho Thong	450706
3604	1029674.79	1799015.13	Non Chai Sri	450707
3605	1023679.26	1800368.62	Pho Sri Sawang	450708
3606	1019919.77	1804493.62	Um Mao	450709
3607	1024871.72	1820117.63	Kham Na Di	450710
3608	1044650.79	1796749.68	Phrom Sawan	450711
3609	1030836.27	1806110.62	Sra Nok Kaeo	450712
3610	1039418.76	1804549.16	Wang Samakkhi	450713
3611	1022588.81	1797833.34	Khok Sung	450714
3612	1008820.76	1812757.11	Kham Bia	450801
3613	1014234.27	1802032.11	Chiang Mai	450802
3614	1013691.77	1806525.12	Bua Kham	450803
3615	1009954.72	1820289.62	Aka Kham	450804
3616	1010691.78	1796631.58	Sa-at	450805
3617	1016585.22	1820391.12	Kham Pha-ung	450806
3618	1009379.26	1803675.09	Nong Ta Kai	450807
3619	1015355.79	1797814.61	Don Ong	450808
3620	1015247.24	1814085.10	Pho Si	450809
3621	1055813.25	1812872.69	Nong Phok	450901
3622	1063200.72	1816106.21	Bung Ngam	450902
3623	1059590.71	1821438.20	Phu Khao Thong	450903
3624	1047181.25	1810261.69	Kok Pho	450904
3625	1064034.25	1805146.72	Khok Sawang	450905
3626	1051442.78	1801788.68	Nong Khun Yai	450906
3627	1055470.24	1808206.68	Rop Muang	450907
3628	1067117.25	1808661.71	Pha Nam Yoi	450908
3629	1057965.27	1796725.20	Tha Si Da	450909
3630	1028797.82	1776986.63	Klang	451001
3631	1032740.37	1761297.61	Na Ngam	451002
3632	1034793.82	1775718.64	Muang Phi	451003
3633	1031595.79	1791077.12	Na Saeng	451004
3634	1028815.32	1783692.61	Na Muang	451005
3635	1034285.29	1785996.65	Wang Luang	451006
3636	1023519.79	1791352.12	Tha Muang	451007
3637	1034153.85	1769712.63	Khwao	451008
3638	1049950.80	1792399.16	Pho Thong	451009
3639	1043389.81	1780700.14	Phu Ngoen	451010
3640	1020448.78	1792775.13	Ko Kaeo	451011
3641	1028480.33	1770557.61	Na Loeng	451012
3642	1039760.80	1785313.14	Lao Noi	451013
3643	1040568.30	1790700.66	Sri Wilai	451014
3644	1026879.80	1791827.62	Nong Luang	451015
3645	1050255.27	1795831.18	Porn Sawan	451016
3646	1030949.49	1777957.13	Kwan Muang	451017
3647	1038038.33	1777786.14	Bung Klue	451018
3648	1015593.93	1729544.57	Sra Khu	451101
3649	1011714.91	1735646.56	Dok Mai	451102
3650	1008842.90	1742212.05	Na Yai	451103
3651	1007494.43	1730235.05	Hin Kong	451104
3652	1021910.92	1733821.09	Muang Thung	451105
3653	1020037.41	1742821.57	Hua Thon	451106
3654	1026116.92	1730262.24	Bo Phan Khan	451107
3655	1006442.11	1717106.03	Thung Luang	451108
3656	1026267.92	1736477.60	Hua Chang	451109
3657	1017133.39	1745766.58	Nam Kham	451110
3658	1025697.40	1741892.59	Huai Hin Lat	451111
3659	1029478.43	1737647.61	Chang Phuak	451112
3660	1015775.47	1716911.53	Thung Kula	451113
3661	1024157.43	1727426.08	Thung Si Muang	451114
3662	1028131.95	1729556.57	Chum Pa Khan	451115
3663	1005387.38	1754911.05	Nong Phu	451201
3664	1016254.38	1750830.58	Nong Hin	451202
3665	1006269.90	1746908.56	Khu Muang	451203
3666	1009439.38	1748635.56	Kok Kung	451204
3667	1009782.86	1754449.58	Muang Sruang	451205
3668	1037872.97	1719062.59	Phon Sai	451301
3669	1029133.46	1716803.08	Sam Kha	451302
3670	1027403.46	1723115.06	Sri Sawang	451303
3671	1034061.97	1713671.09	Yang Kham	451304
3672	1024433.96	1717498.07	Tha Hat Yao	451305
3673	1023014.87	1756660.60	At Samat	451401
3674	1023146.35	1765093.61	Phon Muang	451402
3675	1028939.85	1759610.62	Ban Chaeng	451403
3676	1031647.38	1753048.11	Nom	451404
3677	1029749.39	1747343.60	Nong Mun Than	451405
3678	1021606.37	1753175.60	Nong Kham	451406
3679	1015483.86	1759674.07	Hora	451407
3680	1010524.36	1758539.07	Nong Bua	451408
3681	1013371.85	1764744.58	Khi Lak	451409
3682	1006350.85	1761570.58	Ban Du	451410
3683	1052588.73	1819537.69	Moei Wadi	451501
3684	1043878.24	1813829.16	Chum Phon	451502
3685	1051719.23	1822462.20	Bung Loet	451503
3686	1045581.22	1819392.18	Chom Sa-at	451504
3687	985714.09	1771261.52	Pho Thong	451601
3688	980353.58	1771579.51	Sri Somdet	451602
3689	988392.77	1774365.03	Muang Pluai	451603
3690	986325.32	1778978.04	Nong Yai	451604
3691	981282.82	1778584.01	Suan Chik	451605
3692	979645.21	1785041.03	Phosai	451606
3693	982414.89	1767936.53	Nong Waeng Kuang	451607
3694	984118.19	1772764.54	Ban Bak	451608
3695	1001012.82	1794928.58	Din Dam	451701
3696	996658.29	1790332.05	Pa Fa	451702
3697	985665.01	1796707.04	Muang Lat	451703
3698	991835.20	1790520.56	Chang Han	451704
3699	990791.27	1795125.04	Dong Sing	451705
3700	999104.40	1788324.07	Yang Yai	451706
3701	983749.04	1793310.55	Phak Waen	451707
3702	998696.39	1794928.57	Sean Chad	451708
3703	1005648.78	1794366.57	Chiang Khwan	451801
3704	1015097.79	1792136.11	Plappla	451802
3705	1009999.30	1792389.09	Phra That	451803
3706	1006826.80	1789114.59	Phra Chao	451804
3707	1003114.81	1786007.06	Mu Mon	451805
3708	1003500.79	1791100.07	Ban Khuang	451806
3709	1036848.93	1734068.12	Nong Hi	451901
3710	1043490.45	1724548.62	Sao Hae	451902
3711	1037973.93	1727089.11	Duk Ung	451903
3712	1033561.93	1728651.09	Den Rat	451904
3713	1020161.32	1778009.60	Thung Khao Luang	452001
3714	1021172.33	1771854.60	Thoet Thai	452002
3715	1024200.82	1773559.60	Bung Ngam	452003
3716	1023865.82	1779321.11	Maba	452004
3717	1017054.83	1770567.60	Lao	452005
3718	981939.87	1822571.55	Kalasin	460101
3719	987947.37	1822981.56	Nua	460102
3720	982374.99	1815839.55	Lup	460103
3721	989480.21	1831324.08	Phai	460104
3722	977419.04	1839552.56	Lam Pao	460105
3723	978787.57	1824745.06	Lam Phan	460106
3724	995561.68	1820580.07	Chiang Khrua	460107
3725	978977.91	1832286.04	Bung Wichai	460108
3726	989352.49	1816563.05	Huai Pho	460109
3727	992752.14	1838844.08	Phu Po	460111
3728	981007.94	1843775.05	Phu Din	460113
3729	983353.85	1832553.57	Nong Kung	460115
3730	998084.90	1834739.08	Klang Mun	460116
3731	988108.84	1841365.59	Kha Min	460117
3732	986763.17	1826231.08	Pon Thong	460119
3733	995224.93	1835428.57	Na Jarn	460120
3734	975368.07	1839552.54	Lum Khlong	460121
3735	1009100.69	1836451.12	Na Mon	460201
3736	1005573.17	1843539.11	Yot Kaeng	460202
3737	1013142.16	1844118.12	Song Plaui	460203
3738	1015940.19	1834297.61	Lak Liam	460204
3739	1021017.14	1834425.15	Nong Bua	460205
3740	986178.48	1810302.05	Kamalasai	460301
3741	993510.25	1809310.05	Lak Muang	460302
3742	998168.20	1809622.08	Phon Ngam	460303
3743	998674.71	1802547.59	Dong Ling	460304
3744	989046.27	1801455.06	Thanya	460305
3745	980113.81	1806241.04	Nong Paen	460308
3746	994922.53	1799159.58	Chao Tha	460310
3747	998588.64	1814298.57	Khok Sombun	460311
3748	1006910.26	1805114.58	Rong Kham	460401
3749	1004813.24	1811633.60	Samakkhi	460402
3750	1003783.26	1803037.09	Lao Oi	460403
3751	1040665.70	1833848.67	Bua Khao	460501
3752	1035585.02	1837982.17	Chaen Laen	460502
3753	1033891.65	1843544.65	Lau Yai	460503
3754	1043577.20	1825287.16	Chum Chang	460504
3755	1052797.21	1826398.20	Lao Hai Ngam	460505
3756	1053967.19	1836106.71	Kut Wa	460506
3757	1032123.19	1827176.15	Sam Kha	460507
3758	1023503.20	1830902.63	Na Kham	460508
3759	1048307.17	1837754.18	Nong Hang	460509
3760	1041368.18	1841797.69	Na Ko	460510
3761	1039006.22	1824696.15	Son Sa-at	460511
3762	1034508.21	1830618.15	Kut Kao	460512
3763	1047875.15	1852415.69	Khum Kao	460601
3764	1048309.66	1845897.70	Song Pluai	460602
3765	1043707.63	1859456.19	Nong Phu	460603
3766	1038471.15	1849364.17	Kut Sim Khum Mai	460606
3767	1039875.64	1854793.68	Sra Phang Thong	460608
3768	1045257.13	1857474.20	Kut Pla Kao	460611
3769	965218.03	1816932.53	Yang Talat	460701
3770	972326.19	1812735.52	Hua Ngua	460702
3771	974946.84	1816164.54	Um Mao	460703
3772	972703.68	1828080.04	Bua Ban	460704
3773	964783.06	1833749.53	Woe	460705
3774	955790.48	1825081.00	I-tu	460706
3775	951716.73	1819625.00	Hua Na Kham	460707
3776	968487.14	1810906.54	Nong I-thao	460708
3777	972980.18	1820930.54	Don Sombun	460709
3778	971906.16	1836191.55	Na Chuak	460710
3779	963245.59	1823865.03	Khong Kham	460711
3780	967663.61	1833906.04	Kao Phra Non	460712
3781	978287.59	1813470.05	Na Di	460713
3782	949806.98	1826491.50	Non Sung	460714
3783	970701.17	1808596.37	Nong Tok Paen	460715
3784	950552.69	1839277.49	Huai Mek	460801
3785	949329.29	1844547.52	Kham Yai	460802
3786	955430.10	1834281.00	Kut Don	460803
3787	958166.96	1837778.03	Bung Na Riang	460804
3788	964589.89	1838822.52	Hua Hin	460805
3789	946121.52	1851397.51	Phi Mun	460806
3790	948630.51	1830979.50	Kham Muat Kaeo	460807
3791	961201.77	1833033.00	Non Sa-at	460808
3792	944902.07	1855726.49	Sai Thong	460809
3793	980372.52	1855978.56	Phu Sing	460901
3794	987332.46	1855189.56	Sahat Khan	460902
3795	994658.07	1849596.09	Na Ma Khua	460903
3796	989825.41	1862839.57	Non Sila	460904
3797	979289.22	1848969.57	Ni Khom	460905
3798	992788.30	1857514.57	Non Laem Thong	460906
3799	980155.81	1852061.06	Non Buri	460907
3800	986472.77	1849844.07	Non Nam Kliang	460908
3801	994174.79	1878506.59	Thung Khlong	461001
3802	992714.07	1870472.09	Phon	461002
3803	1003285.49	1880698.62	Din Chi	461005
3804	998714.56	1872087.11	Na Bon	461006
3805	991653.24	1887800.10	Na Than	461007
3806	996661.04	1863501.11	Noen Yang	461009
3807	950087.63	1876064.01	Tha Khan Tho	461101
3808	946104.33	1874288.51	Kung Kao	461102
3809	957707.64	1872971.54	Yang Um	461103
3810	940723.79	1871922.00	Kut Chik	461104
3811	950933.98	1871926.51	Natan	461105
3812	964868.90	1870956.03	Dong Som Bun	461106
3813	956483.19	1845143.53	Nong Kung Sri	461201
3814	969759.82	1853101.04	Nong Bua	461202
3815	958220.17	1853291.53	khok Khrua	461203
3816	972736.50	1858853.05	Nong Sruang	461204
3817	968942.33	1845649.05	Sao Lao	461205
3818	950255.06	1858343.02	Nong Hai	461206
3819	959479.84	1860772.54	Dong Mun	461207
3820	959768.03	1848074.52	Lam Nong Saen	461208
3821	963617.05	1863302.53	Nong Hin	461209
3822	1007271.16	1853383.62	Somdet	461301
3823	1000962.73	1846729.59	Nong Waeng	461302
3824	1004562.55	1872481.62	Saeng Badan	461303
3825	1009223.63	1867467.61	Maha Chai	461304
3826	999137.15	1859080.59	Mu Mon	461305
3827	1018474.39	1864227.63	Pha Saweo	461306
3828	1004058.15	1856160.09	Sri Somdet	461307
3829	1010788.16	1851947.62	Lam Huai Lua	461308
3830	1020061.66	1853648.15	Kham Bong	461401
3831	1027066.67	1842569.15	Khai Nun	461402
3832	1024709.66	1849574.15	Nikom Huai Phung	461403
3833	1020073.68	1840784.14	Nong I-But	461404
3834	981791.46	1878721.08	Samran	461501
3835	977842.79	1864193.06	Samran Tai	461502
3836	984692.09	1863869.57	Kham Srang Thiang	461503
3837	986343.47	1876126.59	Samran Nong Chang	461504
3838	1038808.62	1863038.17	Na Khu	461601
3839	1039896.12	1859601.17	Sai Na Wang	461602
3840	1032052.14	1856744.67	Non Na Chan	461603
3841	1032474.13	1862487.68	Po Kaeo	461604
3842	1031095.65	1851246.66	Phu Laen Chang	461605
3843	1002572.00	1822652.99	Don Chan	461701
3844	1005998.02	1824299.59	Sa-at Chai Sri	461702
3845	1003367.10	1834162.09	Dong Pha Yung	461703
3846	994867.36	1827333.58	Muang Na	461704
3847	1003214.36	1829305.09	Na Cham Pa	461705
3848	980213.92	1802078.54	Kongchai Pattana	461801
3849	976718.96	1800316.02	Kut Khong	461802
3850	974186.77	1805120.52	Khok Sa-at	461803
3851	979472.52	1810088.03	Non Sila	461804
3852	979249.33	1798181.05	Lam Chi	461805
3853	1049067.53	1907917.19	That Choeng Shum	470101
3854	1030838.53	1911093.66	Kha Min	470102
3855	1049666.54	1901481.71	Ngiu Don	470103
3856	1054636.54	1893181.71	Non Hom	470104
3857	1046319.98	1916847.70	Chiang Khrua	470106
3858	1051258.00	1914171.71	Tha Rae	470107
3859	1061603.03	1900069.73	Muang Lai	470109
3860	1058006.52	1897626.71	Dong Chon	470111
3861	1035289.05	1894017.66	Huai Yang	470112
3862	1038556.02	1911192.17	Phang Khwang	470113
3863	1043630.03	1895906.19	Dong Ma Fai	470115
3864	1044013.03	1906196.69	That Na Weng	470116
3865	1056657.53	1901511.72	Lao Po Daeng	470117
3866	1036352.48	1922184.17	Nong Lat	470118
3867	1044615.02	1911414.70	Hang Hong	470120
3868	1064555.02	1901186.72	Kok Kong	470121
3869	1067517.09	1926304.75	Ku Su Man	470201
3870	1060863.96	1925567.73	Na Pho	470202
3871	1054770.46	1927216.20	Na Phiang	470203
3872	1070883.46	1929191.74	Phothi Phaisan	470204
3873	1045879.49	1927054.69	Um Chan	470205
3874	1007610.52	1891126.14	Kut Bak	470301
3875	1020239.05	1896453.65	Na Mong	470303
3876	1003986.17	1896188.13	Kut Hai	470305
3877	1016932.99	1925448.64	Phan Na	470401
3878	1022265.51	1924483.16	Wang Yang	470402
3879	1027457.51	1921650.66	Phok Noi	470403
3880	1025763.02	1913668.65	Na Hua Bo	470404
3881	1015365.52	1916907.13	Rai	470405
3882	1010113.50	1923420.12	Chang Ming	470406
3883	1013572.03	1907660.13	Na Nai	470407
3884	1030026.47	1927232.67	Sa Wang	470408
3885	1021177.47	1932886.15	Ba Hi	470409
3886	1031620.48	1933019.16	Choeng Chum	470410
3887	998620.00	1927630.60	Phang Khon	470501
3888	997648.70	1930056.60	Muang Khai	470502
3889	1005796.01	1920899.12	Rae	470503
3890	1005904.49	1930488.11	Hai Yong	470504
3891	1012504.48	1932780.65	Ton Phung	470505
3892	993121.84	1910364.10	Waritchaphum	470601
3893	997192.48	1920162.60	Pla Lo	470602
3894	986894.63	1918866.57	Nong Lat	470603
3895	984897.81	1910263.08	Kham Bo	470604
3896	980828.24	1912874.56	Kho Khieo	470605
3897	997150.31	1907479.60	Nikhom Nam Un	470701
3898	1006184.55	1907902.12	Nong Pling	470702
3899	1013386.04	1903442.62	Nong Bua	470703
3900	1003351.39	1904405.12	Suwannakam	470704
3901	1004312.90	1956235.61	Wanon Niwat	470801
3902	1002776.92	1937836.62	Dua Sri Khan Chai	470802
3903	1013636.95	1954209.64	Khua Kai	470803
3904	1015425.46	1944444.63	Nong Sanom	470804
3905	986520.18	1966385.07	Khu Sa Kham	470805
3906	993624.35	1956060.59	That	470806
3907	1002916.96	1968981.61	Nong Waeng	470807
3908	1001576.56	1944694.62	Sri Wi Chai	470808
3909	1013492.93	1960025.64	Na So	470809
3910	985784.46	1972284.60	In Plaeng	470810
3911	1006525.42	1960880.12	Na Kham	470811
3912	1003687.95	1951339.60	Khon Sawan	470812
3913	992686.96	1972482.59	Kut Rua Kham	470813
3914	998807.84	1966474.09	Nong Waeng Tai	470814
3915	1004511.39	1980280.10	Kham Ta Kla	470901
3916	1015377.40	1978233.14	Nong Bua Sim	470902
3917	997297.76	1981339.09	Na Tae	470903
3918	1013531.90	1971534.61	Phaet	470904
3919	984429.30	1979354.07	Muang	471001
3920	975804.35	1982220.57	Mai	471002
3921	977835.18	1996072.56	Dong Mo Thong	471003
3922	985903.04	1995903.08	Dong Nua	471004
3923	970307.10	1989261.06	Dong Mo Thong Tai	471005
3924	967108.72	1975696.54	Huai Lua	471006
3925	992081.43	1988153.10	Non Sa-at	471007
3926	976098.93	1971597.56	Nongkwang	471008
3927	990346.60	1981044.58	Bo Kaeo	471009
3928	1032038.42	1950639.18	A-kat	471101
3929	1025896.46	1945952.16	Phon Phaeng	471102
3930	1023979.92	1956579.14	Wa Yai	471103
3931	1031494.88	1968762.66	Phon Ngam	471104
3932	1024135.88	1971980.14	Tha Kon	471105
3933	1020684.41	1964603.65	Na Hi	471106
3934	1025843.45	1940876.64	Ba Wa	471107
3935	1033822.90	1963467.68	Samakkhi Phatthana	471108
3936	972783.95	1934000.55	Sawang Daen Din	471201
3937	961309.54	1942339.54	Kham Sa-at	471203
3938	967295.21	1931573.04	Ban Tai	471204
3939	958346.14	1919837.05	Bong Nua	471206
3940	968213.29	1943867.04	Phon Sung	471207
3941	971555.57	1952335.05	Khok Si	471208
3942	965520.31	1927055.56	Nong Luang	471210
3943	960224.83	1933463.53	Bong Tai	471211
3944	960368.38	1924732.55	Kho Tai	471212
3945	985089.30	1931168.58	Phan Na	471213
3946	992045.49	1935317.09	Waeng	471214
3947	980500.99	1936436.57	Sai Mun	471215
3948	986712.16	1924523.10	Tan Kon	471216
3949	990118.37	1924174.60	Tan Noeng	471217
3950	985933.74	1938593.09	That Thong	471220
3951	972881.79	1945049.06	Ban Thom	471221
3952	973434.83	1922896.06	Song Dao	471301
3953	966756.94	1917872.56	Tha Sila	471302
3954	980418.83	1925964.57	Watthana	471303
3955	976426.52	1918303.06	Pathum Wapi	471304
3956	1055101.57	1886355.71	Tao Ngoi	471401
3957	1048488.55	1891939.70	Bung Thawai	471402
3958	1045048.08	1884527.68	Na Tan	471403
3959	1049265.59	1876012.19	Chan Phen	471404
3960	1060562.04	1888601.72	Tong Khop	471501
3961	1065078.48	1883988.73	Lao Phon Kho	471502
3962	1066879.01	1897994.73	Dan Muang Kham	471503
3963	1069868.05	1891821.26	Mad Na Tom	471504
3964	980026.14	1962242.56	Ban Lao	471601
3965	984316.11	1948705.58	Charoen Sin	471602
3966	981428.88	1951779.08	Thung Kae	471603
3967	990328.11	1946842.60	Khok Sila	471604
3968	971331.55	1962472.07	Nong Paen	471605
3969	1071966.01	1911833.24	Ban Phon	471701
3970	1058463.00	1916025.22	Na Kaeo	471702
3971	1064452.00	1910879.73	Na Tong Watthana	471703
3972	1057334.52	1909011.22	Ban Pan	471704
3973	1070970.52	1903203.24	Chieng Sue	471705
3974	1019346.61	1870305.64	Srang Kho	471801
3975	1032089.11	1875226.16	Lub Lao	471802
3976	1018860.60	1883907.15	Khok Phu	471803
3977	1037256.58	1879920.69	Kok Pla Siu	471804
3978	1115336.54	1933622.70	Nai Muang	480101
3979	1113859.53	1936148.41	Nong Saeng	480102
3980	1104754.43	1932797.87	Na Sai	480103
3981	1107262.43	1934866.83	Na Rat Kwai	480104
3982	1087453.97	1925169.30	Guruku	480105
3983	1096636.46	1926911.79	Ban Pung	480106
3984	1108872.86	1938232.83	Art Samat	480107
3985	1113617.46	1917579.33	Kham Tao	480108
3986	1114075.99	1907545.83	Ban Klang	480109
3987	1114456.95	1924224.83	Tha Ko	480110
3988	1107810.99	1913301.82	Kham Toei	480111
3989	1112341.95	1926641.32	Nong Yat	480112
3990	1115422.47	1911224.84	Dong Kwang	480113
3991	1081390.31	1923906.77	Wang Ta Muang	480114
3992	1104754.43	1928364.83	Pho Tak	480115
3993	1087088.49	1911762.78	Pla Pak	480201
3994	1095868.01	1902653.28	Nong Hi	480202
3995	1097741.49	1913079.30	Gu Ta Gai	480203
3996	1082370.51	1902809.77	Kok Sa Wang	480204
3997	1079090.00	1908421.26	Kok Sung	480205
3998	1081768.48	1917183.28	Ma Ha Chai	480206
3999	1101032.97	1918957.82	Na Ma Khua	480207
4000	1088652.51	1901921.30	Nong Tao Yai	480208
4001	1095879.40	1951944.81	Tha Uthen	480301
4002	1094898.40	1949067.29	Non Tan	480302
4003	1082038.39	1953817.77	Tha Jum Pa	480303
4004	1077040.89	1957772.24	Chai Buri	480304
4005	1072709.38	1965124.24	Pa Nom	480305
4006	1063685.16	1974828.22	Pa Tai	480306
4007	1103547.89	1943841.81	Wern Pra Bath	480311
4008	1098368.91	1939372.30	Ram Rat	480312
4009	1066607.36	1974828.24	Nong Thao	480314
4010	1053708.33	1993058.70	Ban Phaeng	480401
4011	1047189.31	1996516.68	Pai Lom	480402
4012	1053301.34	1985512.70	Phon Thong	480403
4013	1056078.86	1975320.71	Nong Waeng	480404
4014	1049470.34	1991361.18	Na Nyao	480408
4015	1056430.34	1985280.70	Na Kae	480409
4016	1108202.07	1881961.00	That Phanom	480501
4017	1106235.07	1879700.83	Fung Deang	480502
4018	1106070.50	1905024.32	Phon Paeng	480503
4019	1108537.55	1888933.82	Phra Klang Tung	480504
4020	1111585.49	1904035.82	Na Ton	480505
4021	1112721.02	1895655.84	Saen Pan	480506
4022	1111938.00	1899450.34	Don Nang Hong	480507
4023	1110249.07	1873690.33	Nam Gam	480508
4024	1103820.10	1870363.81	Um Mao	480509
4025	1102637.07	1878735.33	Na Nad	480510
4026	1110094.01	1895446.35	Kut Chim	480511
4027	1106823.06	1883612.34	That Phanom Nua	480512
4028	1103626.29	1895884.83	Renu	480601
4029	1107252.51	1895295.84	Phon Thong	480602
4030	1095982.54	1888436.29	Ta Lad	480603
4031	1103447.01	1901206.32	Na Ngam	480604
4032	1098361.54	1894671.30	Kok Hin Hae	480605
4033	1107260.04	1890536.82	Nong Yang Chin	480607
4034	1101822.03	1889906.33	Renu Tai	480608
4035	1099940.54	1886032.80	Na Kham	480609
4036	1084930.58	1877266.27	Na Kae	480701
4037	1091892.54	1891577.28	Phra Song	480702
4038	1084149.55	1886826.77	Nong Sang	480703
4039	1090838.55	1885763.78	Na Ku	480704
4040	1091443.75	1879663.78	Pi Man	480705
4041	1097712.56	1879804.30	Phum Kae	480706
4042	1076124.07	1880435.75	Kan Luang	480707
4043	1069495.57	1883572.74	Nong Bo	480708
4044	1091452.00	1894116.78	Na Lieng	480709
4045	1081579.57	1879380.27	Ban Gaeng	480712
4046	1073296.07	1882415.75	Kham Pi	480713
4047	1093514.57	1878013.79	Si Chompu	480715
4048	1060195.89	1959551.71	Si Songkhram	480801
4049	1064091.90	1950599.21	Na Dua	480802
4050	1056005.41	1949916.70	Ban Uang	480803
4051	1047408.39	1967850.68	Sam Pong	480804
4052	1052546.91	1956223.71	Ta Bo Songkham	480805
4053	1045070.41	1959892.68	Ban Ka	480806
4054	1068589.90	1956616.24	Na Kham	480807
4055	1049738.43	1946519.71	Phon Sa Wang	480808
4056	1063351.38	1965578.22	Hat Pang	480809
4057	1044048.96	1939969.19	Na Wa	480901
4058	1041765.97	1934581.67	Na Nyao	480902
4059	1040928.94	1947245.68	Ban Sieo	480903
4060	1046719.94	1942577.69	Na Kun Yai	480904
4061	1041487.42	1953915.70	Lao Pattana	480905
4062	1037286.94	1943450.68	Ta Rua	480906
4063	1079192.43	1936976.76	Phon Sawan	481001
4064	1070470.93	1941050.74	Na Hua Bo	481002
4065	1080392.90	1945222.28	Na Kamin	481003
4066	1086485.93	1937109.78	Phon Bok	481004
4067	1059426.44	1939590.21	Ban Ko	481005
4068	1076965.77	1933474.26	Phon Jan	481006
4069	1091456.93	1938823.28	Na Nai	481007
4070	1034359.38	1977807.66	Na Thom	481101
4071	1045153.36	1983048.69	Nong Son	481102
4072	1040402.88	1975240.20	Don Toei	481103
4073	1080796.04	1891786.26	Wang Yang	481201
4074	1085142.04	1896361.76	Kok Si	481202
4075	1075204.03	1896883.26	Yod Chad	481203
4076	1084880.96	1894279.36	Nong Pho	481204
4077	1106274.93	1840665.32	Mukdahan	490101
4078	1113049.16	1835002.26	Si Bunruang	490102
4079	1092506.65	1842668.77	Ban Khok	490103
4080	1109012.14	1846396.81	Bang Sai Yai	490104
4081	1099342.15	1841846.31	Phun Sai	490105
4082	1086492.15	1846232.76	Pung Dad	490106
4083	1091275.70	1829916.79	Na Sok	490107
4084	1117546.69	1830061.84	Na Si Noan	490108
4085	1101494.11	1857242.32	Kham Pa Lai	490109
4086	1106504.19	1831087.81	Kham A Huan	490110
4087	1110784.73	1817733.83	Dong Yen	490111
4088	1087040.13	1853066.28	Dong Mon	490112
4089	1095262.64	1842128.29	Kut Kae	490113
4090	1094697.73	1814138.29	Nikhom Kham Soi	490201
4091	1097835.72	1818314.29	Na Kok	490202
4092	1099939.22	1823873.81	Nong Waeng	490203
4093	1088017.70	1822723.27	Kok Dang	490204
4094	1100821.74	1809373.79	Na Udom	490205
4095	1089506.23	1815442.78	Chok Chai	490206
4096	1081685.22	1820096.76	Rom Klao	490207
4097	1134112.73	1812656.37	Don Tan	490301
4098	1126495.69	1821135.36	Pho Sai	490302
4099	1112811.23	1804631.31	Pa Rai	490303
4100	1116847.24	1815157.33	Lao Mee	490304
4101	1127529.76	1803994.85	Ban Bak	490305
4102	1124250.73	1811188.85	Na Sa Meng	490306
4103	1121901.70	1823103.85	Ban Khaeng	490307
4104	1087094.10	1867728.77	Dong Luang	490401
4105	1094643.10	1865748.30	Nong Bua	490402
4106	1053431.62	1861746.72	Kok Tum	490403
4107	1084742.60	1864250.77	Nong Kan	490404
4108	1100129.08	1866203.29	Cha Nod Noi	490405
4109	1071734.59	1865179.24	Pang Dang	490406
4110	1081795.17	1840370.27	Ban Song	490503
4111	1065250.66	1842247.22	Khamcha-i	490504
4112	1082773.16	1844136.26	Nong Aien	490505
4113	1071622.64	1853239.23	Ban Kho	490506
4114	1069325.15	1849669.75	Ban Lao	490507
4115	1080179.15	1850780.27	Phon Ngam	490508
4116	1086250.67	1839380.77	Lao Sang To	490511
4117	1079298.19	1832151.74	Kham Bok	490512
4118	1075939.67	1839688.26	Nam Tiang	490514
4119	1112284.61	1856983.33	Wan Yai	490601
4120	1111510.10	1862682.83	Pong Kham	490602
4121	1110299.62	1851271.84	Bang Sai Noi	490603
4122	1112707.63	1853057.85	Cha Nod	490604
4123	1107848.59	1866761.82	Dong Moo	490605
4124	1073026.69	1827098.74	Nong Sung	490701
4125	1064818.68	1831290.22	Non Yang	490702
4126	1079239.71	1826985.74	Phu Wong	490703
4127	1069874.22	1821695.74	Ban Pao	490704
4128	1073908.72	1818419.73	Nong Sung Tai	490705
4129	1072317.20	1831096.74	Nong Sung Nua	490706
4130	498440.59	2078320.67	Sri Phum	500101
4131	498395.49	2077057.68	Phra Singh	500102
4132	498379.64	2075931.66	Hai Ya	500103
4133	499840.60	2078274.68	Chang Moi	500104
4134	499162.59	2075788.69	Chang Klan	500105
4135	501031.39	2076931.19	Wat Khet	500106
4136	494109.74	2080894.68	Chang Phuak	500107
4137	491911.16	2078404.68	Su Thep	500108
4138	493483.50	2072377.67	Mae Hia	500109
4139	497683.34	2071316.69	Pa Daet	500110
4140	500908.69	2074260.68	Nong Hoi	500111
4141	503340.70	2074971.19	Tha Sa La	500112
4142	502627.08	2078063.18	Nong Pa Krang	500113
